call_letters,station_name,frequency,format,market_city,market_state,market_rank,owner,address,phone_main,phone_direct,phone_studio,contact_name,contact_title,contact_email,best_call_days,best_call_time_start,best_call_time_end,timezone,last_called,last_result,follow_up_date,status,notes,verified_date,source
WQSB,,105.1 FM,,Albertville,AL,,"Sand Mountain Broadcasting Service, INC","ALBERTVILLE, AL",2568785446,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=58945 cbsa=Albertville, AL fcc_applicant_email=jeanniecourington@yahoo.com",,FCC LMS 2026-04-23
WQSI,,93.9 FM,Religious/Christian,Union Springs,AL,,"Montgomery Christian Radio, INC","645 CHURCH STREET,, STE 400, NORFOLK, VA",,,,,,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=9782,,FCC LMS 2026-04-23
WQUA,,102.1 FM,,Citronelle,AL,,Barbara KAY Turner,"5321 ALBERT EVANS RD, WILMER, AL",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=39293,,FCC LMS 2026-04-23
WQZX,,94.3 FM,,Greenville,AL,,"Haynes Broadcasting, INC","205 WEST COMMERCE STREET, GREENVILLE, AL",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=26479,,FCC LMS 2026-04-23
WQZZ,,107.3 FM,,Boligee,AL,200,"Tuske Communications, LLC","1301 Industrial Park. Dr., Tuscaloosa, AL",2057992000,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=183320 cbsa_match=Tuscaloosa, AL → Nielsen #200 fcc_applicant_email=spate@pateholdings.net",,FCC LMS 2026-04-23
WRAB,,1380 AM,,Arab,AL,,"Reed Broadcasting, LLC","ARAB, AL",2565863188,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=2552 cbsa=Albertville, AL fcc_applicant_email=ecreed@charter.net",,FCC LMS 2026-04-23
WRBZ,,1250 AM,,Wetumpka,AL,154,"Tbe, LLC","2305 UPPER WETUMPKA RD., MONTGOMERY, AL",3343011075,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=29343 cbsa_match=Montgomery, AL → Nielsen #154 fcc_applicant_email=terrylbarber@gmail.com",,FCC LMS 2026-04-23
WRFS,,105.1 FM,,Rockford,AL,,Marble City Media LLC,"P.O. BOX 629, SYLACAUGA, AL",2562494263,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=190442 cbsa=Talladega-Sylacauga, AL fcc_applicant_email=LPerryman@RadioAlabama.net",,FCC LMS 2026-04-23
WRJL-FM,,99.9 FM,,Eva,AL,,"Rojo, INC","5610 HIGHWAY 55 EAST, EVA, AL",2567968000,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=57436 cbsa=Decatur, AL fcc_applicant_email=greg@chasetc.com",,FCC LMS 2026-04-23
WRKH,,96.1 FM,,Mobile,AL,101,iHeartMedia,"200 E. BASSE ROAD, SAN ANTONIO, TX",,,,,,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=53142 metro=Mobile licensee=CLEAR CHANNEL BROADCASTING LICENSES, INC.",,FCC LMS 2026-04-23
WRMG,,1430 AM,,Red Bay,AL,,Jimmy R. Pyle,"277  COUNTY RD 171, IUKA, MS",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=55419 cbsa=Russellville, AL",,FCC LMS 2026-04-23
WRNF,,89.5 FM,Religious/Christian,Selma,AL,,Moody Radio,"820 NORTH LASALLE BOULEVARD, Chicago, IL",3123298019,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=87367 cbsa=Selma, AL licensee=THE MOODY BIBLE INSTITUTE OF CHICAGO fcc_applicant_email=julie.armstrong@moody.edu",,FCC LMS 2026-04-23
WRSA-FM,,96.9 FM,,Holly Pond,AL,61,"Nca, INC","287 TELEPHONE TOWER ROAD, LACEY'S SPRING, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=47907 cbsa_match=Birmingham, AL → Nielsen #61",,FCC LMS 2026-04-23
WRTR,,105.9 FM,,Brookwood,AL,200,iHeartMedia,"7136 S. Yale Ave., Suite 501, Tulsa, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=48645 cbsa_match=Tuscaloosa, AL → Nielsen #200 licensee=iHM Licenses, LLC fcc_applicant_email=FCCcontact@iHeartmedia.com",,FCC LMS 2026-04-23
WRTT-FM,,95.1 FM,,Huntsville,AL,104,"Southern Stone Communications, LLC","1410 LPGA Blvd., Suite 148, DAYTONA BEACH, FL",3862559300,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=71462 metro=Huntsville fcc_applicant_email=paulstone@southernbroadcasting.com,,FCC LMS 2026-04-23
WRWA,,88.7 FM,College/Educational,Dothan,AL,191,Troy State University,"BROADCAST AND DIGITAL NETWORK, 150B WALLACE HALL, TROY, AL",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=68185 metro=Dothan,,FCC LMS 2026-04-23
WRYC,,92.5 FM,,Frisco City,AL,,"Blackbelt Broadcasting, INC","321 WEST MYRTLE AVENUE, FOLEY, AL",2515507947,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=191570 fcc_applicant_email=damon@wlybfm.com,,FCC LMS 2026-04-23
WRYD,,97.7 FM,Religious/Christian,Jemison,AL,61,American Family Radio,"PO DRAWER 2440, TUPELO, MS",6628448888,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=61231 cbsa_match=Birmingham, AL → Nielsen #61 licensee=AMERICAN FAMILY ASSOCIATION fcc_applicant_email=JES@AFA.NET",,FCC LMS 2026-04-23
WSGN,,98.3 FM,,Stewartville,AL,,W.o. Powers,"P.O. BOX 629, SYLACAUGA, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=704 cbsa=Talladega-Sylacauga, AL",,FCC LMS 2026-04-23
WSHF,,92.7 FM,,Haleyville,AL,,AMS Radio LLC,"1411 SOARING TRAIL, NE, MARIETTA, GA",4043869792,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=25851 fcc_applicant_email=ESMYDER@GMAIL.COM,,FCC LMS 2026-04-23
WSJL,,88.1 FM,,Bessemer,AL,61,"Elijah Radio, INC","POB 23, Margaret, AL",2055856706,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=88660 cbsa_match=Birmingham, AL → Nielsen #61 fcc_applicant_email=Luke@ElijahRadio.org",,FCC LMS 2026-04-23
WSMX-FM,,100.3 FM,,Goshen,AL,,"Alatron Corporation, INC","P.O. BOX 83, CLANTON, AL",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=825,,FCC LMS 2026-04-23
WSTF,,91.5 FM,Religious/Christian,Andalusia,AL,,"Faith Broadcasting, INC","381 MENDEL PARKWAY, MONTGOMERY, AL",8002398900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=43641 fcc_applicant_email=rdean@faithradio.org,,FCC LMS 2026-04-23
WSTH-FM,,106.1 FM,,Alexander City,AL,,"Wrfs, INC","1000 POTOMAC STREET, N.S., WASHINGTON, DC",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=60763,,FCC LMS 2026-04-23
WTAK-FM,,106.1 FM,,Hartselle,AL,,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=25383 cbsa=Decatur, AL licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
WTAZ,,1580 AM,,Oxford,AL,,"Woodard Broadcasting Company, INC","1215 CHURCH STREET, OXFORD, AL",2568351580,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=73608 cbsa=Anniston-Oxford, AL fcc_applicant_email=chuckwoodard@979wvok.com",,FCC LMS 2026-04-23
WTBB,,89.9 FM,,Gadsden,AL,,Trinity Christian Academy,"1500 AIRPORT RD, OXFORD, AL",2568313333,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=82705 cbsa=Gadsden, AL fcc_applicant_email=cog@trinityoxford.org",,FCC LMS 2026-04-23
WTBC,,1230 AM,,Tuscaloosa,AL,200,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=731 metro=Tuscaloosa licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
WTBF,,970 AM,,Troy,AL,,Troy Broadcasting Corp,"67 COURT SQ., TROY, AL",3345660300,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=68179 cbsa=Troy, AL fcc_applicant_email=angelaroling2@gmail.com",,FCC LMS 2026-04-23
WTBF-FM,,94.7 FM,,Brundidge,AL,,Troy Broadcasting Corp,"67 COURT SQ., TROY, AL",3345660300,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=68181 cbsa=Troy, AL fcc_applicant_email=angelaroling2@gmail.com",,FCC LMS 2026-04-23
WTBJ,,91.3 FM,,Oxford,AL,,Trinity Christian Academy,"1500 AIRPORT ROAD, OXFORD, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=68099 cbsa=Anniston-Oxford, AL",,FCC LMS 2026-04-23
WTDR,,1350 AM,,Gadsden,AL,,"Rainbow City Media, LLC","455 Hwy Al 75 North, ALBERTVILLE, AL",2568788333,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=13849 cbsa=Gadsden, AL fcc_applicant_email=emily.aaapropertiesllc@gmail.com",,FCC LMS 2026-04-23
WTDR-FM,,92.7 FM,,Talladega,AL,,"Radio Talladega, INC","P.O. BOX 329, TALLADEGA, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=29722 cbsa=Talladega-Sylacauga, AL",,FCC LMS 2026-04-23
WTGZ,,95.9 FM,,Tuskegee,AL,,"NEW World Communications, INC","320 BARNETT BOULEVARD, TALLASSEE, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=48682 cbsa=Auburn-Opelika, AL",,FCC LMS 2026-04-23
WTKI,,1450 AM,,Huntsville,AL,104,Southern Broadcasting LLC,"Capshaw, AL",2563492041,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=30965 metro=Huntsville fcc_applicant_email=mike@southernradio.net,,FCC LMS 2026-04-23
WTLM,,1520 AM,,Opelika,AL,,"Fuller Broadcasting Company, INC","C/O ELIZABETH HAMMOND/ ARTER & HADDEN, 1801 K STREET, SUITE 400K, WASHINGTON, DC",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=22876 cbsa=Auburn-Opelika, AL",,FCC LMS 2026-04-23
WTLS,,1300 AM,,Tallassee,AL,154,Michael Butler Broadcasting. LLC,"PO BOX 780146, TALLASSEE, AL",3342838200,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=48011 cbsa_match=Montgomery, AL → Nielsen #154 fcc_applicant_email=mbutler@1300wtls.com",,FCC LMS 2026-04-23
WTOF,,1110 AM,,Bay Minette,AL,,"UM Enterprise, LLC","Stapleton, AL",2517674700,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=24653 cbsa=Daphne-Fairhope-Foley, AL fcc_applicant_email=undexmedia@outlook.com",,FCC LMS 2026-04-23
WTSK,,790 AM,,Tuscaloosa,AL,200,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=54795 metro=Tuscaloosa licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
WTSU,,89.9 FM,College/Educational,Montgomery-Troy,AL,154,Troy State University,"DEPARTMENT OF RADIO & TV, UNIVERSITY AVENUE, WALLACE HALL, TROY, AL",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=68187 cbsa_match=Montgomery, AL → Nielsen #154",,FCC LMS 2026-04-23
WTUG-FM,,92.9 FM,,Northport,AL,200,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=54796 cbsa_match=Tuscaloosa, AL → Nielsen #200 licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
WTVY-FM,,95.5 FM,,Dothan,AL,191,"Gulf South Communications, INC","3245 MONTGOMERY HIGHWAY, SUITE 1, DOTHAN, AL",6014798734,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=73639 metro=Dothan fcc_applicant_email=scott@himanagement.net,,FCC LMS 2026-04-23
WTWX-FM,,95.9 FM,,Guntersville,AL,,"Guntersville Broadcasting Company, INC","P. O. BOX 220, GUNTERSVILLE, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=25674 cbsa=Albertville, AL",,FCC LMS 2026-04-23
WTXK,,1210 AM,,Pike Road,AL,154,"Frontdoor Broadcasting, L.l.c","8200 WYNLAKES BOULEVARD, MONTGOMERY, AL",3343569776,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=63946 cbsa_match=Montgomery, AL → Nielsen #154 fcc_applicant_email=ALSTROH@BELLSOUTH.NET",,FCC LMS 2026-04-23
WTXT,,98.1 FM,,Fayette,AL,,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=68418 licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
WUAL-FM,,91.5 FM,College/Educational,Tuscaloosa,AL,200,University OF Alabama,"490 REESE PHIFER HALL, UNIVERSITY OF ALABAMA, TUSCALOOSA, AL",2053488657,,,,PD — research via AllAccess,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=69168 metro=Tuscaloosa fcc_applicant_email=mdbruce@ua.edu,,FCC LMS 2026-04-23
WUHT,,107.7 FM,,Birmingham,AL,61,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=6401 metro=Birmingham licensee=Radio License Holding CBC, LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WUMP,,730 AM,,Madison,AL,104,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=39590 cbsa_match=Huntsville, AL → Nielsen #104 licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WURL,,760 AM,,Moody,AL,61,Donald Jennings Evangelistic Association,"554 Cove Acres, Odenville, AL",2056999875,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=65459 cbsa_match=Birmingham, AL → Nielsen #61 fcc_applicant_email=donald@donaldjennings.com",,FCC LMS 2026-04-23
WVAS,,90.7 FM,College/Educational,Montgomery,AL,154,Alabama State University (asu),"P.O. BOX 271, MONTGOMERY, AL",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=727 metro=Montgomery,,FCC LMS 2026-04-23
WVFG,,107.5 FM,,Uniontown,AL,,Union Broadcast Associates,"1502 EAST HIGHWAY 80, DEMOPOLIS, AL",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=30281,,FCC LMS 2026-04-23
WVNA,,1590 AM,,Tuscumbia,AL,,"Singing River Media Group, LLC","801 AVALON AVENUE, SUITE 201, MUSCLE SHOALS, AL",2564128210,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=19457 cbsa=Florence-Muscle Shoals, AL fcc_applicant_email=RADIO7933@AOL.COM",,FCC LMS 2026-04-23
WVNA-FM,,105.5 FM,,Muscle Shoals,AL,,Cumulus Media,"3535 PIEDMONT ROAD, BUILDING 14 14TH FLOOR, ATLANTA, GA",,,,,,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=60610 cbsa=Florence-Muscle Shoals, AL licensee=CUMULUS LICENSING CORP.",,FCC LMS 2026-04-23
WVNN,,770 AM,,Athens,AL,104,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=3084 cbsa_match=Huntsville, AL → Nielsen #104 licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WVNN-FM,,92.5 FM,,Trinity,AL,,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=25385 cbsa=Decatur, AL licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WVOK-FM,,97.9 FM,,Ohatchee,AL,,"Woodard Broadcasting Company, INC","P.O. BOX 3770, 90 FRIENDSHIP ROAD, OXFORD, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=73609 cbsa=Anniston-Oxford, AL",,FCC LMS 2026-04-23
WVRV,,97.5 FM,,Pine Level,AL,154,"Back Door Broadcasting, LLC","1359 CARMICHAEL WAY, MONTGOMERY, AL",3343569776,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=170945 cbsa_match=Montgomery, AL → Nielsen #154 fcc_applicant_email=ALSTROH@BELLSOUTH.NET",,FCC LMS 2026-04-23
WVSA,,1380 AM,,Vernon,AL,,"Lamar County Broadcasting Company, INC","PO BOX  630, VERNON, AL",2056959191,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=36453 fcc_applicant_email=wjec1065@yahoo.com,,FCC LMS 2026-04-23
WVSM,,1500 AM,,Rainsville,AL,,"Sand Mountain Advertising Co., INC","368 McCURDY AVENUE NORTH, Rainsville, AL",2566382137,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=58943 cbsa=Fort Payne, AL fcc_applicant_email=wvsm103.1fm@gmail.com",,FCC LMS 2026-04-23
WVUA-FM,,90.7 FM,College/Educational,Tuscaloosa,AL,200,"Board OF Trustees, THE University OF Alabama","PO BOX  870152, TUSCALOOSA, AL",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=4242 metro=Tuscaloosa,,FCC LMS 2026-04-23
WWFA,,102.7 FM,,St. Florian,AL,,Southern Broadcasting LLC,"Capshaw, AL",2563492041,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=171029 cbsa=Florence-Muscle Shoals, AL fcc_applicant_email=mike@southernradio.net",,FCC LMS 2026-04-23
WWFF-FM,,93.3 FM,,New Market,AL,104,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=65223 cbsa_match=Huntsville, AL → Nielsen #104 licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WWGC,,1090 AM,,Albertville,AL,,"Quality Properites, LLC","ALBERTVILLE, AL",2568788333,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=6211 cbsa=Albertville, AL fcc_applicant_email=emily.aaapropertiesllc@gmail.com",,FCC LMS 2026-04-23
WWIC,,1050 AM,,Scottsboro,AL,,"Scottsboro Broadcasting Co., INC","815 WEST WILLOW ST., SCOTTSBORO, AL",2562591050,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=59421 cbsa=Scottsboro, AL fcc_applicant_email=wwic@scottsboro.org",,FCC LMS 2026-04-23
WWMG,,97.1 FM,,Millbrook,AL,154,iHeartMedia,"600 CONGRESS AVENUE, SUITE 1400, AUSTIN, TX",,,,,,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=8662 cbsa_match=Montgomery, AL → Nielsen #154 licensee=CAPSTAR ROYALTY II CORPORATON",,FCC LMS 2026-04-23
WWPG,,104.3 FM,,Eutaw,AL,200,"Tuske Communications, LLC","1301 Industrial Park. Dr., Tuscaloosa, AL",2057992000,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=31145 cbsa_match=Tuscaloosa, AL → Nielsen #200 fcc_applicant_email=spate@pateholdings.net",,FCC LMS 2026-04-23
WWTM,,1390 AM,,Mooresville,AL,,"Brantley Broadcast Associates, LLC","3709 Wyngate Cove, BIRMINGHAM, AL",2056019997,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=54328 cbsa=Decatur, AL fcc_applicant_email=PAULR@REYNOLDSTECHNICAL.COM",,FCC LMS 2026-04-23
WXFL,,96.1 FM,,Florence,AL,,"Benny Carle Broadcasting, INC","624 SAM PHILLIPS STREET, FLORENCE, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=4770 cbsa=Florence-Muscle Shoals, AL",,FCC LMS 2026-04-23
WXFX,,95.1 FM,,Prattville,AL,154,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=17479 cbsa_match=Montgomery, AL → Nielsen #154 licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WXJC,,850 AM,,Birmingham,AL,61,"Kimtron, INC","POST OFFICE BOX 3003, BLUE BELL, PA",2027762672,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=74245 metro=Birmingham fcc_applicant_email=4crawford@gmail.com,,FCC LMS 2026-04-23
WXJC-FM,,101.1 FM,,Cullman,AL,,"Kimtron, INC","Blue Bell, PA",2156283500,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=70452 cbsa=Cullman, AL fcc_applicant_email=calexander@crawfordmediagroup.net",,FCC LMS 2026-04-23
WXKD,,920 AM,,Brantley,AL,,"Autaugaville Radio, INC","POST OFFICE BOX 369, GREENVILLE, AL",3345493443,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=40900 fcc_applicant_email=WKXNRADIO@BELLSOUTH.NET,,FCC LMS 2026-04-23
WXQW,,660 AM,,Fairhope,AL,,Cumulus Media,"780 Johnson Ferry Road, Suite 500, Atlanta, GA",4049490700,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=2541 cbsa=Daphne-Fairhope-Foley, AL licensee=Cumulus Licensing LLC fcc_applicant_email=FCCLicenseManagement@cumulus.com",,FCC LMS 2026-04-23
WXVI,,1600 AM,Religious/Christian,Montgomery,AL,154,"NEW Life Ministries, INC","5600 Carriage Hills Dr, 5600 CARRIAGE HILLS DRIVE, Montgomery, AL",3345580258,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=AM fac_id=63977 metro=Montgomery fcc_applicant_email=PASTOR@NLCOGIC.ORG,,FCC LMS 2026-04-23
WYAM,,890 AM,,Hartselle,AL,,"Decatur Communication Properties, LLC","1301 Central Parkway, Decatur, AL",2563554567,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=17352 cbsa=Decatur, AL fcc_applicant_email=valleytalktv51@yahoo.com",,FCC LMS 2026-04-23
WYEA,,1290 AM,,Sylacauga,AL,,"Spirit Broadcasting Co., INC","1 MOTES ROAD, PO BOX 629, SYLACAUGA, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=70638 cbsa=Talladega-Sylacauga, AL",,FCC LMS 2026-04-23
WYFD,,91.7 FM,Religious/Christian,Decatur,AL,,Bible Broadcasting Network,"11115 Rushmore Drive, CHARLOTTE, NC",7045235555,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=5118 cbsa=Decatur, AL licensee=BIBLE BROADCASTING NETWORK, INC. fcc_applicant_email=jpadgett@bbnmedia.org",,FCC LMS 2026-04-23
WYLS,,104.9 FM,,York,AL,,"Grantell Broadcasting, LLC","11474 HIGHWAY 11, YORK, AL",2053925234,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=24820 fcc_applicant_email=wayne@grantellbroadcasting.com,,FCC LMS 2026-04-23
WYTK,,93.9 FM,,Rogersville,AL,104,Eugene G. Hutchens,"1725 RODEO DRIVE, TUSCUMBIA, AL",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=14052 cbsa_match=Huntsville, AL → Nielsen #104",,FCC LMS 2026-04-23
WYVC,,102.3 FM,,Camden,AL,,Camden Broadcast Associates,"P.O. BOX 820, CAMDEN, AL",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=17481,,FCC LMS 2026-04-23
